Accession.Number,Genes,Protein.Description,Gan_b4_1,Gan_b4_2,Gan_b4_3,Gan_b4_4,Gan_b4_5,Gan_b4_6,Gan_b4_7,Gan_b4_8,Gan_b4_9,Gan_b4_10,Gan_b4_11,Gan_b4_12,Gan_b4_13,Gan_b4_15,Gan_b4_16,Gan_b4_17,Gan_b4_18
P23582,NPPC,C-type natriuretic peptide OS=Homo sapiens OX=9606 GN=NPPC PE=1 SV=1,20806.27272,,,,26055.53685,62908.65121,50139.25485,72489.34361,89283.83556,81521.91662,58965.01986,47948.84024,51153.83456,80942.59518,82173.91745,96126.53796,65202.53227
Q8TBC3,SHKBP1,SH3KBP1-binding protein 1 OS=Homo sapiens OX=9606 GN=SHKBP1 PE=1 SV=2,65666.1367,59284.39421,64155.51907,48819.08737,63235.53463,45033.98781,42143.03572,59626.81,53806.22979,73725.88066,57444.76663,81873.81186,57550.44586,32856.58525,51564.18523,,59944.89661
Q15572,TAF1C,TATA box-binding protein-associated factor RNA polymerase I subunit C OS=Homo sapiens OX=9606 GN=TAF1C PE=1 SV=2,120408.9599,129353.1364,139112.3854,131277.0301,144169.7119,137400.682,78055.84727,129937.2404,,125800.0251,137882.5252,102660.3405,116637.6648,,93142.81409,131070.0013,100869.6003
Q9BUJ0,ABHD14A,Protein ABHD14A OS=Homo sapiens OX=9606 GN=ABHD14A PE=2 SV=2,152237.8535,167005.8426,159793.7427,182959.0558,161557.2015,236021.082,247975.2544,214025.2336,214536.1535,156708.1644,190642.3989,160458.8631,155079.1433,256038.2087,238819.818,276883.0408,247077.2478
Q8NG68,TTL,Tubulin--tyrosine ligase OS=Homo sapiens OX=9606 GN=TTL PE=1 SV=2,153487.0216,123377.0786,149458.1174,130677.0254,148901.3135,173495.3956,196010.3643,148748.5413,162697.5888,115086.3201,164697.5262,111282.9751,113184.667,141009.557,117759.7416,165623.0669,154486.0887
Q9P1T7,MDFIC,MyoD family inhibitor domain-containing protein OS=Homo sapiens OX=9606 GN=MDFIC PE=1 SV=2,,,,,,423640.0076,,433508.1737,,,,,,401684.2837,433165.3434,377455.702,
Q9Y605,MRFAP1,MORF4 family-associated protein 1 OS=Homo sapiens OX=9606 GN=MRFAP1 PE=1 SV=1,205500.1776,231431.6104,202892.7734,215605.3624,190952.1284,170300.3595,161353.8079,178549.4204,203981.3469,186465.3254,190010.109,180783.6818,201554.306,180937.9769,145425.6004,158865.3617,151989.5379
Q9H410,DSN1,Kinetochore-associated protein DSN1 homolog OS=Homo sapiens OX=9606 GN=DSN1 PE=1 SV=2,54283.16332,50140.53937,50879.84799,110870.4374,48766.83506,47135.83958,45648.9957,46532.74807,32917.32111,54369.97314,,58270.66279,68382.68358,33333.34896,72578.36618,52232.20868,32316.31919
Q8NC69,KCTD6,BTB/POZ domain-containing protein KCTD6 OS=Homo sapiens OX=9606 GN=KCTD6 PE=1 SV=2,38121.25302,33959.04518,28865.39176,42365.12837,49701.80496,56487.80358,43161.8785,43584.1061,35071.21983,40854.23494,42523.06935,32553.4064,36843.52979,42089.66087,57002.29164,53856.87479,56557.61075
Q4KMZ8,NKAIN1,Sodium/potassium-transporting ATPase subunit beta-1-interacting protein 1 OS=Homo sapiens OX=9606 GN=NKAIN1 PE=2 SV=3,63898.12755,67333.32112,81512.09409,51367.8085,76182.79616,158054.896,165067.0324,152373.0661,148863.501,67956.13376,114030.2391,65487.74165,100807.1246,149328.3576,101886.067,134811.2665,126669.7733
Q9NVV0,TMEM38B,Trimeric intracellular cation channel type B OS=Homo sapiens OX=9606 GN=TMEM38B PE=1 SV=1,55905.20114,62955.00334,47274.49741,,62797.74483,,58594.98123,,,37622.01631,,73781.62073,,50832.13161,33196.43047,54651.23642,36355.90656
Q99963,SH3GL3,Endophilin-A3 OS=Homo sapiens OX=9606 GN=SH3GL3 PE=1 SV=1,43060.68502,35722.47502,41442.5912,50498.55305,43210.03128,31476.87428,38730.95958,40368.81269,55737.53616,40575.92279,42751.1619,50899.71543,42581.06668,34122.08279,40881.61218,28557.10674,38845.31298
Q9H252,KCNH6,Potassium voltage-gated channel subfamily H member 6 OS=Homo sapiens OX=9606 GN=KCNH6 PE=1 SV=1,70130.84935,94638.7967,,85813.06419,95567.28813,152143.5787,114742.8427,85588.59829,99202.25982,,,,,,99697.67844,113967.1626,107117.5394
Q15043,SLC39A14,Metal cation symporter ZIP14 OS=Homo sapiens OX=9606 GN=SLC39A14 PE=1 SV=3,87358.24907,79428.9301,74835.36701,73080.16319,73724.91738,69877.18597,92223.66758,66284.69877,94315.47873,69474.7494,64669.16983,77119.66665,65925.03904,90796.09498,57179.52481,41653.67684,91669.16997
O76095,JTB,Protein JTB OS=Homo sapiens OX=9606 GN=JTB PE=1 SV=1,238185.1783,221975.0867,238120.209,238722.108,167004.883,105182.6245,134334.6814,162835.5415,193533.8021,148805.7594,148522.9304,233464.0034,165402.9127,123719.6662,104134.7252,,155671.7668
Q9BZI7,UPF3B,Regulator of nonsense transcripts 3B OS=Homo sapiens OX=9606 GN=UPF3B PE=1 SV=1,188507.8759,169288.7691,181717.0633,179934.8692,136283.1204,135823.3321,142158.4021,115443.2648,123020.4898,133537.6304,250633.5244,164940.1249,161011.4438,122050.2208,57863.82126,117253.9676,89192.62385
Q9BRS8,LARP6,La-related protein 6 OS=Homo sapiens OX=9606 GN=LARP6 PE=1 SV=1,138554.627,139178.0178,121722.9438,142795.8326,175823.1071,157277.3878,198767.6689,151138.9773,125988.3164,93846.28564,171126.6593,87783.78128,123047.656,118417.7273,194392.3278,125037.3628,154323.2119
Q92622,RUBCN,Run domain Beclin-1-interacting and cysteine-rich domain-containing protein OS=Homo sapiens OX=9606 GN=RUBCN PE=1 SV=4,,,,,,,36229.79068,,,,,,,,49601.62104,37928.78482,39667.16536
Q765P7,MTSS2,Protein MTSS 2 OS=Homo sapiens OX=9606 GN=MTSS2 PE=1 SV=1,171075.933,203711.4039,188970.4104,,218024.7965,158582.853,264839.9651,156235.149,216730.8381,,,,167715.2337,95212.55477,242306.431,,90878.17798
Q6ZU80,CEP128,Centrosomal protein of 128 kDa OS=Homo sapiens OX=9606 GN=CEP128 PE=1 SV=2,232919.5894,231079.5316,212967.5268,229497.3191,232910.3128,150815.0272,154349.8098,197542.9686,194157.8241,250349.2929,308592.3826,256599.9013,231893.3511,174525.0307,116503.5758,163831.9774,153831.1531
Q9NXX6,NSMCE4A,Non-structural maintenance of chromosomes element 4 homolog A OS=Homo sapiens OX=9606 GN=NSMCE4A PE=1 SV=2,64296.63055,73853.3414,64334.01867,38863.81077,98095.67945,75243.1392,64018.18612,58318.146,53488.08084,64238.99981,60997.50786,54005.558,78707.35349,52002.26944,68700.37602,58483.8554,68845.89813
Q8N1I0,DOCK4,Dedicator of cytokinesis protein 4 OS=Homo sapiens OX=9606 GN=DOCK4 PE=1 SV=3,81602.87692,89622.17043,77062.00088,84148.60969,86969.9838,67691.3104,65044.37439,64677.459,63449.27813,60446.25193,75176.33722,54247.89324,79247.78326,89529.60588,80232.21715,54316.158,64460.7266
Q8N9A8,CNEP1R1,Nuclear envelope phosphatase-regulatory subunit 1 OS=Homo sapiens OX=9606 GN=CNEP1R1 PE=1 SV=1,47693.10582,45625.66955,62432.08406,55038.81793,48232.37815,59193.92127,72024.84649,54701.43728,57973.70105,53287.00802,32204.10238,71619.49447,49467.92742,55945.56508,84798.21289,39629.43971,72318.94619
Q96JA4,MS4A14,Membrane-spanning 4-domains subfamily A member 14 OS=Homo sapiens OX=9606 GN=MS4A14 PE=1 SV=2,216784.4673,237709.4644,208964.0068,232764.5101,234486.2522,224320.7356,241950.744,212431.2536,191440.368,256813.1444,219091.3575,199822.8526,217488.3149,160032.6412,230896.9347,230705.4484,205740.5406
Q8NBW4,SLC38A9,Neutral amino acid transporter 9 OS=Homo sapiens OX=9606 GN=SLC38A9 PE=1 SV=2,,69460.00239,63464.23936,68017.52075,,,,72454.49523,29774.40629,,,,,,38467.73766,,65822.68195
O00244,ATOX1,Copper transport protein ATOX1 OS=Homo sapiens OX=9606 GN=ATOX1 PE=1 SV=1,653754.9185,565166.7889,646132.9757,639062.5521,539495.9168,499995.9817,706141.869,632527.722,802290.687,471511.1135,818776.639,566799.8948,548841.4533,548150.4932,342947.6751,670173.9064,472236.9963
Q9P1Y6,PHRF1,PHD and RING finger domain-containing protein 1 OS=Homo sapiens OX=9606 GN=PHRF1 PE=1 SV=3,66978.26711,93619.48446,72883.34131,79511.22297,71980.46192,52404.93493,45516.08938,60351.17336,76171.90361,91893.12407,110915.8475,85902.91038,107865.7308,55259.68144,36270.63103,62964.40325,68197.82437
Q8N398,VWA5B2,von Willebrand factor A domain-containing protein 5B2 OS=Homo sapiens OX=9606 GN=VWA5B2 PE=2 SV=3,50964.32874,42867.25539,46159.79607,55450.24925,54098.88652,64146.81859,64605.78148,45309.66944,45584.93886,41224.81374,52024.20055,38010.29865,54739.16036,42750.33604,42485.26402,49080.05006,52274.76624
Q9H079,KATNBL1,KATNB1-like protein 1 OS=Homo sapiens OX=9606 GN=KATNBL1 PE=1 SV=1,16604.09568,9739.110921,,20030.59478,,18484.17214,20136.89815,,19335.83766,,,18567.42956,,16419.49619,17579.00947,19267.15703,17109.46668
Q6P3S6,FBXO42,F-box only protein 42 OS=Homo sapiens OX=9606 GN=FBXO42 PE=1 SV=1,132075.3429,123128.7186,147342.3825,129654.319,97871.84867,94093.50722,117767.4256,118725.92,138896.0451,122365.4315,145477.1089,148427.9787,129284.0269,130999.0914,120393.2799,114278.2343,127790.4119
P41732,TSPAN7,Tetraspanin-7 OS=Homo sapiens OX=9606 GN=TSPAN7 PE=1 SV=2,1229442.967,1343429.474,1226362.384,1174003.403,1285324.602,1400455.979,1524301.749,1720761.708,1833473.254,1363668.268,1417199.445,1496201.986,1373222.762,1705442.035,1710040.799,1636335.998,1360086.832
Q9Y2H5,PLEKHA6,Pleckstrin homology domain-containing family A member 6 OS=Homo sapiens OX=9606 GN=PLEKHA6 PE=1 SV=4,459162.1847,481885.8039,397150.2415,472744.6038,412507.8247,428121.735,393313.1891,388539.8114,397333.2233,441752.1681,559017.883,518480.8379,450558.3671,331581.5952,349348.15,391266.3272,354241.4618
P19256,CD58,Lymphocyte function-associated antigen 3 OS=Homo sapiens OX=9606 GN=CD58 PE=1 SV=1,201520.6367,141741.5849,105150.7846,183512.9515,193331.2966,187772.8007,156979.5426,228857.6981,138166.5029,218238.9375,,210657.8957,152207.3261,157523.7723,209580.6874,99756.97517,221113.3658
Q8TBN0,RAB3IL1,Guanine nucleotide exchange factor for Rab-3A OS=Homo sapiens OX=9606 GN=RAB3IL1 PE=1 SV=1,78269.97779,59493.56499,60211.60337,61437.45652,58085.41302,69433.54783,80721.04495,66563.88162,65691.38125,58823.86465,69145.50728,60372.19229,65202.46131,67128.42299,77298.00316,66280.14692,52498.63985
Q86XI2,NCAPG2,Condensin-2 complex subunit G2 OS=Homo sapiens OX=9606 GN=NCAPG2 PE=1 SV=1,,,,,65469.03892,43896.75518,21103.06895,60484.09717,,,32500.69683,,,,39271.334,50483.04301,56532.52244
Q9H9V9,JMJD4,2-oxoglutarate and iron-dependent oxygenase JMJD4 OS=Homo sapiens OX=9606 GN=JMJD4 PE=1 SV=2,,122984.9036,154682.5685,,,,,,99411.45948,162862.025,147860.6505,177907.5314,146895.8039,,,,
P16402,H1-3,Histone H1.3 OS=Homo sapiens OX=9606 GN=H1-3 PE=1 SV=2,313590.0339,215391.8214,348473.1682,299945.6046,334781.3697,248959.3365,281834.8457,211567.2846,,375180.7938,,267885.0176,249081.7371,234923.3288,193640.8404,217813.4216,
Q7L8A9,VASH1,Tubulinyl-Tyr carboxypeptidase 1 OS=Homo sapiens OX=9606 GN=VASH1 PE=1 SV=1,92242.76798,81502.42132,77171.69751,99502.42769,78343.78554,85637.35697,92503.59409,99598.82486,127797.3464,70955.6224,133829.1987,88178.97368,84311.07916,93560.49603,65185.693,96847.50319,87949.73498
O15239,NDUFA1,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 1 OS=Homo sapiens OX=9606 GN=NDUFA1 PE=1 SV=1,612918.8673,511560.6345,689367.1563,488663.0586,784054.3127,799647.8953,894090.7429,741522.7938,678481.7808,408145.8549,707145.02,377985.2285,492076.7459,537563.223,571502.1816,856521.8473,777091.9817
A8MWY0,ELAPOR2,Endosome/lysosome-associated apoptosis and autophagy regulator family member 2 OS=Homo sapiens OX=9606 GN=ELAPOR2 PE=1 SV=2,122880.0493,106370.9033,121890.1301,108936.2697,92010.08981,83927.41701,80975.76825,84221.44338,111978.2598,77003.45405,77056.12275,80513.20477,83499.07731,63982.05834,60041.7695,53096.6511,
C9JSZ1,FUBP1,Far upstream element binding protein 1 OS=Homo sapiens OX=9606 GN=FUBP1 PE=1 SV=1,799461.3929,680485.5613,742067.1025,783288.8357,928236.6721,673564.9444,964470.1216,1021901.449,1043789.942,707538.2904,1155378.193,953432.772,953222.7115,783105.7171,547009.4969,915557.7384,784693.6419
Q9ULR0,ISY1,Pre-mRNA-splicing factor ISY1 homolog OS=Homo sapiens OX=9606 GN=ISY1 PE=1 SV=3,309615.7539,284499.0905,320340.4376,383634.1074,276944.9546,395764.1123,381921.9945,337898.0256,253579.6681,386502.1557,359388.9672,334669.2734,339931.7342,308705.1349,378375.484,381110.8828,373445.0811
Q969S3,ZNF622,Cytoplasmic 60S subunit biogenesis factor ZNF622 OS=Homo sapiens OX=9606 GN=ZNF622 PE=1 SV=1,149738.9113,141967.4132,91746.73582,125917.5452,161400.8684,124496.8186,183339.5841,149339.0854,171802.8222,115168.2641,150176.2972,132237.6036,143624.064,172831.5246,159037.6562,142236.7757,
Q5VWN6,TASOR2,Protein TASOR 2 OS=Homo sapiens OX=9606 GN=TASOR2 PE=1 SV=1,81464.85186,88875.74884,85906.62239,74661.99536,,,,,,78816.25062,66448.91074,80757.68951,81446.41008,,,,
Q12974,PTP4A2,Protein tyrosine phosphatase type IVA 2 OS=Homo sapiens OX=9606 GN=PTP4A2 PE=1 SV=1,30196.33654,,,,,43340.20659,,,,,,,,,,,
Q9BTA9,WAC,WW domain-containing adapter protein with coiled-coil OS=Homo sapiens OX=9606 GN=WAC PE=1 SV=3,419069.3838,528825.1812,276968.978,377921.5038,526779.4151,523272.6211,398516.6733,549059.5522,237655.0001,374363.8918,221004.9902,,375647.5429,247449.9663,379568.9304,301356.9267,392481.5388
O75586,MED6,Mediator of RNA polymerase II transcription subunit 6 OS=Homo sapiens OX=9606 GN=MED6 PE=1 SV=2,,157424.6179,,180925.6438,94267.79289,132331.6083,,95521.21951,,194914.6482,,104573.2319,170826.9494,216081.7989,186652.4474,95766.15444,147141.1901
P51946,CCNH,Cyclin-H OS=Homo sapiens OX=9606 GN=CCNH PE=1 SV=1,65241.73666,58470.28387,72529.82387,53113.92501,62329.15311,43476.87088,,72617.76814,57273.19475,50606.20258,,70248.73082,41912.07127,55495.13992,,,
Q9C091,GREB1L,GREB1-like protein OS=Homo sapiens OX=9606 GN=GREB1L PE=1 SV=2,35628.53543,82753.27655,78417.3615,72071.74171,92499.22483,98131.73961,64216.24649,69119.96038,34095.80697,86474.4193,57746.23873,44210.50122,60130.47251,54075.71292,76393.18678,89839.95253,89561.34104
Q9P2C4,TMEM181,Transmembrane protein 181 OS=Homo sapiens OX=9606 GN=TMEM181 PE=1 SV=2,166046.0278,194445.1278,149199.9193,150951.8178,173642.085,144227.331,140551.5867,125356.0943,101632.0548,130844.4019,133686.6135,136078.2988,115594.1691,85090.10397,107468.2129,90082.09097,137588.2925
Q9P055,JKAMP,JNK1/MAPK8-associated membrane protein OS=Homo sapiens OX=9606 GN=JKAMP PE=1 SV=4,36397.54893,,,38974.88296,35429.5469,65364.5259,64478.18037,,57633.15186,47192.41841,,48917.06958,38657.79983,82996.38735,,58863.57848,
Q96ER3,SAAL1,Protein SAAL1 OS=Homo sapiens OX=9606 GN=SAAL1 PE=1 SV=2,117813.4944,128768.241,132363.8041,111151.7055,116199.45,138702.0846,122823.1936,122682.7619,154132.1777,113199.5337,81942.85053,126098.6631,114099.7801,162575.5349,163504.6721,135264.4288,143762.9926
Q9BSA4,TTYH2,Protein tweety homolog 2 OS=Homo sapiens OX=9606 GN=TTYH2 PE=1 SV=3,33030.41464,55209.45809,56724.47378,43800.06757,54316.82138,39788.0685,32825.44218,44553.64098,,50974.9175,61152.91926,46988.20562,50494.36477,57957.27965,40777.11126,53282.52311,36015.81673
P17066,HSPA6,Heat shock 70 kDa protein 6 OS=Homo sapiens OX=9606 GN=HSPA6 PE=1 SV=2,,89686.50837,110143.0348,98073.21078,,,,,,658620.9168,815882.3328,,781709.0312,,,,
Q8N8Q8,COX18,"Cytochrome c oxidase assembly protein COX18, mitochondrial OS=Homo sapiens OX=9606 GN=COX18 PE=1 SV=1",469672.4646,534027.572,537495.129,575238.2284,439097.9596,604002.1963,645806.6181,530543.1694,857270.8664,509819.1518,556841.06,410009.0774,493849.3087,744164.3538,519098.3567,643625.1029,503511.8949
Q15464,SHB,SH2 domain-containing adapter protein B OS=Homo sapiens OX=9606 GN=SHB PE=1 SV=2,43174.92661,32771.73038,34979.10681,50184.80294,39831.75138,,,,,44094.76419,35106.3137,45439.30017,35841.27389,,,,
B7Z4L1;B7Z4U3;E7EPD9;E7EPW5;E9PCV1;G3XAH9;H7BXS2,ST7,Suppression of tumorigenicity 7 OS=Homo sapiens OX=9606 GN=ST7 PE=1 SV=1,160588.3996,176437.3993,170924.442,188708.5553,171677.9353,120254.7583,135470.9611,149710.0799,153122.1636,174170.5635,156182.4567,220019.5964,155764.3733,134968.915,121117.5263,,99683.58129
Q8WZA1,POMGNT1,"Protein O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase 1 OS=Homo sapiens OX=9606 GN=POMGNT1 PE=1 SV=2",140028.7336,142126.1306,,133829.4997,110147.0194,118152.1798,98463.30601,119955.0351,150988.5769,125858.9939,,147379.4327,100389.0918,178135.4445,93219.65738,96123.39009,69777.1598
Q8NE35,CPEB3,Cytoplasmic polyadenylation element-binding protein 3 OS=Homo sapiens OX=9606 GN=CPEB3 PE=1 SV=2,162463.9313,,163200.6271,167451.2825,162958.9332,139453.4055,,159800.8149,,159499.7669,130112.6358,,88350.72298,124497.2613,143072.4333,147128.9395,129160.8827
P00439,PAH,Phenylalanine-4-hydroxylase OS=Homo sapiens OX=9606 GN=PAH PE=1 SV=1,734576.6896,886482.6962,660435.3237,870798.9184,620902.9132,399917.3661,425082.5704,828122.4492,889976.3048,812729.2939,765195.0285,1032421.149,805281.1122,783280.7433,522840.5532,413757.3372,621394.0578
Q9HBE1,PATZ1,"POZ-, AT hook-, and zinc finger-containing protein 1 OS=Homo sapiens OX=9606 GN=PATZ1 PE=1 SV=1",74373.77265,69229.70211,71433.40173,73714.55892,73395.5302,54361.72761,67384.52962,57097.01524,61495.36283,88948.28723,88716.52277,84446.00338,85559.59838,64775.1796,59099.20058,85182.03849,62318.28995
Q9H4I9,SMDT1,"Essential MCU regulator, mitochondrial OS=Homo sapiens OX=9606 GN=SMDT1 PE=1 SV=1",106543.993,87525.33269,,125308.0923,147322.9443,132282.6535,126138.0439,,104589.7169,134653.0717,,125046.2593,59767.45992,155990.1568,,104489.785,
Q15777,MPPED2,Metallophosphoesterase MPPED2 OS=Homo sapiens OX=9606 GN=MPPED2 PE=1 SV=1,95759.81934,74836.53959,90018.11318,92251.33637,67641.71556,53973.11396,80273.99374,88015.37725,98371.82996,64429.09479,98820.52158,79008.81538,75849.62987,93279.41369,44948.31427,93020.87886,82530.389
Q9UBR1,UPB1,Beta-ureidopropionase OS=Homo sapiens OX=9606 GN=UPB1 PE=1 SV=1,205597.9608,210918.725,182329.493,222675.1407,197015.4596,166927.1938,183011.2373,208402.6829,237572.619,227487.3512,168293.3331,130974.1969,175985.1621,259773.49,140339.762,,
Q86UL8,MAGI2,"Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 2 OS=Homo sapiens OX=9606 GN=MAGI2 PE=1 SV=3",150596.31,167847.5205,159444.5423,119721.6059,118365.434,75570.17012,118808.8096,120520.0249,143183.1561,102604.8563,135466.2455,129168.4954,112851.4336,135119.4163,101949.052,94320.01223,98614.00056
Q9UBR2,CTSZ,Cathepsin Z OS=Homo sapiens OX=9606 GN=CTSZ PE=1 SV=1,480413.3562,359841.8356,420114.9878,491611.7816,391346.2364,327050.8186,361770.8373,,,444757.2569,332240.937,417690.2856,481980.4855,,309075.688,194470.4248,
Q96HP4,OXNAD1,Oxidoreductase NAD-binding domain-containing protein 1 OS=Homo sapiens OX=9606 GN=OXNAD1 PE=1 SV=1,290539.828,327227.2208,285453.2723,311942.0324,314328.8299,281317.1703,272067.1637,279558.0668,245994.408,321470.5974,296070.9393,289415.5946,336820.8414,257247.6567,298886.6378,223668.7309,257332.419
O15523,DDX3Y,ATP-dependent RNA helicase DDX3Y OS=Homo sapiens OX=9606 GN=DDX3Y PE=1 SV=2,625122.2011,677533.0701,652196.9438,605222.0103,625650.1442,802812.8286,787259.3084,627058.7818,580658.4892,748100.8502,698807.8141,669123.8512,679069.2456,645826.657,797855.0397,916186.5925,769875.1508
Q68DK2,ZFYVE26,Zinc finger FYVE domain-containing protein 26 OS=Homo sapiens OX=9606 GN=ZFYVE26 PE=1 SV=3,99469.70999,107562.5166,,151942.6434,,96196.31372,89324.11534,,,143282.3511,,97078.64692,,153901.0021,95178.97319,,101783.2551
Q8WVI0,UQCC5,Ubiquinol-cytochrome-c reductase complex assembly factor 5 OS=Homo sapiens OX=9606 GN=UQCC5 PE=1 SV=2,461661.4907,479668.0412,475131.0945,470665.6106,441571.4434,405196.536,422046.1374,421581.0883,460255.1296,492297.0265,399664.0592,495256.5603,460262.9808,408376.2854,407063.8936,402789.8616,407988.7582
Q9Y294,ASF1A,Histone chaperone ASF1A OS=Homo sapiens OX=9606 GN=ASF1A PE=1 SV=1,154432.3934,158806.012,154346.3745,151409.177,158169.7489,118552.8907,145282.1019,135363.1574,129059.0504,131100.0209,141432.3346,133322.6645,152430.3033,135462.9577,128001.1419,138817.6129,134705.703
P07864,LDHC,L-lactate dehydrogenase C chain OS=Homo sapiens OX=9606 GN=LDHC PE=1 SV=4,1026733.132,805438.0175,1022192.021,616460.0169,780555.0804,,457688.2946,425895.9543,447026.2886,727145.2721,1007313.428,1056473.453,753244.1407,537313.2986,,315845.25,487656.7092
P27105,STOM,Stomatin OS=Homo sapiens OX=9606 GN=STOM PE=1 SV=3,182653.9237,169650.2182,159092.1565,170912.2228,187324.1306,190936.1978,194107.4715,181096.0496,201510.5071,176522.6249,145834.707,159017.5239,165934.0782,171216.261,191006.8894,162934.9242,212590.5084
Q86SE5,RALYL,RNA-binding Raly-like protein OS=Homo sapiens OX=9606 GN=RALYL PE=1 SV=2,,93456.85965,46893.79802,,126344.865,,,,66982.69651,112829.2721,122025.0714,116472.4153,109367.486,74987.65978,,43595.70367,
Q96RS0,TGS1,Trimethylguanosine synthase OS=Homo sapiens OX=9606 GN=TGS1 PE=1 SV=3,134532.9465,218083.1046,221344.3274,193954.5997,157728.8467,158373.05,156634.6062,179463.8051,171654.4913,181142.1016,125730.4034,162465.656,240865.9156,180363.6062,207827.6195,,215299.5801
Q4VY20,YWHAB,Tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta (Fragment) OS=Homo sapiens OX=9606 GN=YWHAB PE=1 SV=1,,160471.5117,268586.0911,171864.9932,163915.7048,,,,,96731.66761,163822.5289,127408.3742,109281.5109,,187437.4205,,82743.57149
